Title,Date,Link
Inquiry Assails Accounting Firm in Lender’s Fall,"March 27, 2008",https://www.nytimes.com/2008/03/27/business/27account.html?searchResultPosition=512
Equity Loans as Next Round in Credit Crisis,"March 27, 2008",https://www.nytimes.com/2008/03/27/business/27loan.html?searchResultPosition=513
A time to buy stocks? Perhaps,"March 27, 2008",https://www.nytimes.com/2008/03/27/business/worldbusiness/27iht-rtrcol28.1.11464389.html?searchResultPosition=514
Accounting firm under fire in collapse of subprime lender,"March 27, 2008",https://www.nytimes.com/2008/03/27/business/worldbusiness/27iht-27account.11459180.html?searchResultPosition=515
The next credit crisis: Overextended U.S. home loans,"March 27, 2008",https://www.nytimes.com/2008/03/27/business/worldbusiness/27iht-loan.1.11463382.html?searchResultPosition=516
An inside look at a subprime lender's collapse,"March 27, 2008",https://www.nytimes.com/2008/03/27/business/worldbusiness/27iht-account.1.11463355.html?searchResultPosition=517
U.S. equity loans are next round in credit crisis,"March 27, 2008",https://www.nytimes.com/2008/03/27/business/worldbusiness/27iht-27loan.11459163.html?searchResultPosition=518
IKB supervisory board denies fault in subprime chaos,"March 27, 2008",https://www.nytimes.com/2008/03/27/business/worldbusiness/27iht-ikb.4.11477028.html?searchResultPosition=519
"Securities Law Violations, or Just Bad Business?","March 27, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/03/27/market-turmoil-securities-violations-or-just-bad-business/?searchResultPosition=520
Parties Differ on Whom Economic Aid Should Help,"March 28, 2008",https://www.nytimes.com/2008/03/28/business/28regulate.html?searchResultPosition=521
Intervention or a bailout?,"March 28, 2008",https://www.nytimes.com/2008/03/28/business/worldbusiness/28iht-28regulate.11490809.html?searchResultPosition=522
Treasury’s Plan Would Give Fed Wide New Power,"March 29, 2008",https://www.nytimes.com/2008/03/29/business/29regulate.html?searchResultPosition=523
A System Overdue for Reform,"March 29, 2008",https://www.nytimes.com/2008/03/29/business/29nocera.html?searchResultPosition=524
U.S. plan would overhaul financial regulation,"March 29, 2008",https://www.nytimes.com/2008/03/29/business/worldbusiness/29iht-regulate.1.11520955.html?searchResultPosition=525
Time to Go on a Liquid Diet,"March 30, 2008",https://www.nytimes.com/2008/03/30/business/30every.html?searchResultPosition=526
Foreclosure Machine Thrives on Woes,"March 30, 2008",https://www.nytimes.com/2008/03/30/business/30mills.html?searchResultPosition=527
When the Long View Isn’t So Scenic,"March 30, 2008",https://www.nytimes.com/2008/03/30/business/30view.html?searchResultPosition=528
Investors brace for reports on U.S. economy,"March 30, 2008",https://www.nytimes.com/2008/03/30/business/worldbusiness/30iht-rtrmarkets.1.11528349.html?searchResultPosition=529
Food price increases weighing heavily on the poor,"March 30, 2008",https://www.nytimes.com/2008/03/30/business/worldbusiness/30iht-rtrecon31.1.11528411.html?searchResultPosition=530
A Nervous Wall St. Seems Unsure What’s Next,"March 31, 2008",https://www.nytimes.com/2008/03/31/business/31credit-1.html?searchResultPosition=531
German Watchdog Said to Eye $600 Billion in Banking Losses,"March 31, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/03/31/german-watchdog-said-to-eye-600-billion-in-banking-losses/?searchResultPosition=532
A Nervous Wall St. Seems Unsure What’s Next,"March 31, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/03/31/a-nervous-wall-st-seems-unsure-whats-next/?searchResultPosition=533
A System Overdue for Reform,"March 31, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/03/31/a-system-overdue-for-reform/?searchResultPosition=534
UBS Shares Fall Amid Talk of More Capital-Raising,"March 31, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/03/31/ubs-shares-fall-amid-talk-of-more-capital-raising/?searchResultPosition=535
Stocks Surge on Hopes Financial Woes Are Easing,"April 1, 2008",https://www.nytimes.com/2008/04/01/business/01cnd-stox.html?searchResultPosition=536
"On Paper, Wall Street Gets Its Way","April 1, 2008",https://www.nytimes.com/2008/04/01/business/01wall.html?searchResultPosition=537
Doubts Greet Treasury Plan on Regulation,"April 1, 2008",https://www.nytimes.com/2008/04/01/business/01regulate.html?searchResultPosition=538
UBS to write down an additional $19 billion related to U.S. real estate,"April 1, 2008",https://www.nytimes.com/2008/04/01/business/worldbusiness/01iht-ubs.4.11596555.html?searchResultPosition=539
Parts of U.S. Treasury plan are said to  have no hope of survival,"April 1, 2008",https://www.nytimes.com/2008/04/01/business/worldbusiness/01iht-regulate.1.11580013.html?searchResultPosition=540
Parts of U.S. Treasury plan are said to  have no hope of survival,"April 1, 2008",https://www.nytimes.com/2008/04/01/business/worldbusiness/01iht-regulate.1.11580013.html?searchResultPosition=541
"On paper, Wall Street gets its way","April 1, 2008",https://www.nytimes.com/2008/04/01/business/worldbusiness/01iht-wall.1.11576072.html?searchResultPosition=542
Airlines cut profit outlook by 10%,"April 1, 2008",https://www.nytimes.com/2008/04/01/business/worldbusiness/01iht-01iata.11586910.html?searchResultPosition=543
World stocks move higher,"April 1, 2008",https://www.nytimes.com/2008/04/01/business/worldbusiness/01iht-01markets.11571369.html?searchResultPosition=544
"On paper, Wall Street gets its way","April 1, 2008",https://www.nytimes.com/2008/04/01/business/worldbusiness/01iht-01wall.11572618.html?searchResultPosition=545
UBS writes down another $19 billion,"April 1, 2008",https://www.nytimes.com/2008/04/01/business/worldbusiness/01iht-01ubs.11573854.html?searchResultPosition=546
UBS Writes Down $19 Billion; Chairman to Leave,"April 1, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/01/ubs-to-write-down-19-billion-as-chairman-leaves/?searchResultPosition=547
Deutsche Bank Warns of $4 Billion Write-Down,"April 1, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/01/desutche-bank-warns-of-4-billion-write-down/?searchResultPosition=548
"On Paper, Wall Street Gets Its Way","April 1, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/01/on-paper-wall-street-gets-its-way/?searchResultPosition=549
Ailing German Bank Seeks Partner,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/rtwest-web.html?searchResultPosition=550
"Wall Street-Bound Graduates Watch, Wait and Worry","April 2, 2008",https://www.nytimes.com/2008/04/02/business/02panic.html?searchResultPosition=551
UBS to Write Down Another $19 Billion,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02ubs.html?searchResultPosition=552
Leveraged Planet,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/02global.html?searchResultPosition=553
Exiting Citigroup for Divots and Depositions,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/02prince.html?searchResultPosition=554
Crisis? Who Said Anything About a Crisis?,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/02MORT.html?searchResultPosition=555
Distressed Owners Are Frustrated by Aid Group,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/02hope.html?searchResultPosition=556
Wall Street Shows Optimism That Crisis Is Fading,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/02stox.html?searchResultPosition=557
Bear Stearns talks show  Wall Street takes a local view,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-deal03.1.11611941.html?searchResultPosition=558
Mortgage-aid measure advances in U.S.,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-housing.1.11612946.html?searchResultPosition=559
"IMF cuts forecasts for U.S., global economies","April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-imf.4.11625559.html?searchResultPosition=560
"IMF cuts forecasts for U.S., global economies","April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-imf.4.11625559.html?searchResultPosition=561
Business students fear for the future,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-school.4.11625640.html?searchResultPosition=562
Calls for mortgage help go unanswered,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-02hope.11610694.html?searchResultPosition=563
Fed chief presents bleak assessment of U.S. outlook,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-fed.4.11626336.html?searchResultPosition=564
UBS and Deutsche Bank write-downs raise hopes that worst is over,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-02ubs.11612483.html?searchResultPosition=565
Mixed views on Bernanke's outlook for U.S. economy weigh on Wall Street,"April 2, 2008",https://www.nytimes.com/2008/04/02/business/worldbusiness/02iht-02stox.11631420.html?searchResultPosition=566
Exiting Citigroup for Divots and Depositions,"April 2, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/02/exiting-citigroup-for-divots-and-depositions/?searchResultPosition=567
"Wall Street-Bound Graduates Watch, Wait and Worry","April 2, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/02/wall-street-bound-graduates-watch-wait-and-worry/?searchResultPosition=568
Leveraged Planet,"April 2, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/02/the-leveraged-planet/?searchResultPosition=569
A Stormy Decade for Citi Since Travelers Merger,"April 3, 2008",https://www.nytimes.com/2008/04/03/business/03citi.html?searchResultPosition=570
"BayernLB, a German state-owned lender, announces huge write-down","April 3, 2008",https://www.nytimes.com/2008/04/03/business/worldbusiness/03iht-gbank.4.11652874.html?searchResultPosition=571
"For Citigroup, a struggle with the firm's past and present","April 3, 2008",https://www.nytimes.com/2008/04/03/business/worldbusiness/03iht-citi.1.11643572.html?searchResultPosition=572
EU set to take cautious step to bolster bank regulation,"April 3, 2008",https://www.nytimes.com/2008/04/03/business/worldbusiness/03iht-regs.4.11654167.html?searchResultPosition=573
A Stormy Decade for Citi Since Travelers Merger,"April 3, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/03/a-stormy-decade-for-citi-since-travelers-merger/?searchResultPosition=574
Europe to Approve Guidelines on Bank Failures,"April 4, 2008",https://www.nytimes.com/2008/04/04/business/worldbusiness/04regs.html?searchResultPosition=575
Investors Stalk the Wounded of Wall Street,"April 4, 2008",https://www.nytimes.com/2008/04/04/business/04vultures.html?searchResultPosition=576
German Bank Sets Bigger Write-Down,"April 4, 2008",https://www.nytimes.com/2008/04/04/business/worldbusiness/04bank.html?searchResultPosition=577
"As opportunity knocks on Wall Street, the vultures swoop","April 4, 2008",https://www.nytimes.com/2008/04/04/business/worldbusiness/04iht-04vultures.11664751.html?searchResultPosition=578
Overvalued housing not limited to U.S.,"April 4, 2008",https://www.nytimes.com/2008/04/04/business/worldbusiness/04iht-wbmarket05.html?searchResultPosition=579
Euro zone finance ministers back ECB's inflation battle,"April 4, 2008",https://www.nytimes.com/2008/04/04/business/worldbusiness/04iht-euecon.4.11682648.html?searchResultPosition=580
Profiting From Wall Street’s Wounded,"April 4, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/04/investors-stalk-the-wounded-of-wall-street/?searchResultPosition=581
"Across the Globe, Hints of More Perils in Housing","April 5, 2008",https://www.nytimes.com/2008/04/05/business/05charts.html?searchResultPosition=582
"A Brighter Spotlight, Yet the Pay Rises","April 6, 2008",https://www.nytimes.com/2008/04/06/business/06comp.html?searchResultPosition=583
Tricky Task of Offering Aid to Homeowners,"April 6, 2008",https://www.nytimes.com/2008/04/06/business/06housing.html?searchResultPosition=584
The Mortgage Bust Goes Global,"April 6, 2008",https://www.nytimes.com/2008/04/06/business/06ubs.html?searchResultPosition=585
"Despite the harsh spotlight, CEO pay rises","April 6, 2008",https://www.nytimes.com/2008/04/06/business/worldbusiness/06iht-06comp.11694127.html?searchResultPosition=586
Bargain hunting among European Commercial Mortgage-Backed Securities,"April 6, 2008",https://www.nytimes.com/2008/04/06/business/worldbusiness/06iht-rtrbargain.1.11699559.html?searchResultPosition=587
Investors look for signs from central banks,"April 6, 2008",https://www.nytimes.com/2008/04/06/business/worldbusiness/06iht-rtrmarkets07.1.11694191.html?searchResultPosition=588
Big-is-better theory loses appeal,"April 6, 2008",https://www.nytimes.com/2008/04/06/business/worldbusiness/06iht-rtrdeal07.1.11698461.html?searchResultPosition=589
G-7 finance ministers to meet amid crisis,"April 6, 2008",https://www.nytimes.com/2008/04/06/business/worldbusiness/06iht-rtreconomy07.1.11698129.html?searchResultPosition=590
G-7 finance ministers to meet amid crisis,"April 6, 2008",https://www.nytimes.com/2008/04/06/business/worldbusiness/06iht-rtreconomy07.1.11698129.html?searchResultPosition=591
Islamic finance offers safeguards to investors,"April 6, 2008",https://www.nytimes.com/2008/04/06/business/worldbusiness/06iht-rtrinvest07.1.11697548.html?searchResultPosition=592
Washington Mutual shares surge on reports of $5 billion investment,"April 7, 2008",https://www.nytimes.com/2008/04/07/business/worldbusiness/07iht-invest.4.11741273.html?searchResultPosition=593
"Executive Compensation: A Brighter Spotlight, Yet the Pay Rises","April 7, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/07/executive-compensation-a-brighter-spotlight-yet-the-pay-rises/?searchResultPosition=594
The Man at the Helm of China’s Sovereign Fund,"April 7, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/07/the-man-at-the-center-of-sovereign-fund-controversy/?searchResultPosition=595
Washington Mutual Raises $7 Billion,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/apwamu-web.html?searchResultPosition=596
Bank Is in Line for a $5 Billion Infusion,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/08bank.html?searchResultPosition=597
Washington Mutual Raises $7 Billion,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/08cnd-wamu.html?searchResultPosition=598
German Bank’s Chief Leaving,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08deutsche.html?searchResultPosition=599
Citigroup Director Expected to Quit Key Committee,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/08citi-web.html?searchResultPosition=600
Washington Mutual raises $7 billion,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-8bank.11772849.html?searchResultPosition=601
TPG nears Washington Mutual deal,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-bank.1.11761098.html?searchResultPosition=602
Washington Mutual raises $7 billion,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-08cndwamu.11783500.html?searchResultPosition=603
Matthaeus-Maier of KfW Group to resign,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-08deutsche.11753431.html?searchResultPosition=604
"Failure to come clean exacerbates credit crunch, EU banking supervisor says","April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-eubank.4.11785810.html?searchResultPosition=605
Japan opposition accepts Shirakawa as BOJ governor,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-boj.1.11768515.html?searchResultPosition=606
Morgan Stanley chief says global credit crisis may be waning,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-morgan.4.11783248.html?searchResultPosition=607
"Credit crisis could cost nearly $1 trillion, IMF predicts","April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-imf.3.11771908.html?searchResultPosition=608
Pioneers of structured investments fight for survival of flagship fund,"April 8, 2008",https://www.nytimes.com/2008/04/08/business/worldbusiness/08iht-08sigma.11758145.html?searchResultPosition=609
German Bank’s Chief Leaving,"April 8, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/08/german-banks-chief-leaving/?searchResultPosition=610
Bear Stearns and Deloitte Sued Over Hedge Fund Collapse,"April 8, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/08/bear-stearns-and-deloitte-sued-over-hedge-fund-collapse/?searchResultPosition=611
Citigroup Director Expected to Quit Key Committee,"April 8, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/08/citigroup-director-expected-to-quit-key-committee/?searchResultPosition=612
Looming Deficit Impedes Federal Housing Agency,"April 9, 2008",https://www.nytimes.com/2008/04/09/business/09fha.html?searchResultPosition=613
Citi Is Said to Be Near Deal to Sell $12.5 Billion of Loans,"April 9, 2008",https://www.nytimes.com/2008/04/09/business/09citi.html?searchResultPosition=614
Asian companies and governments are ready to invest,"April 9, 2008",https://www.nytimes.com/2008/04/09/business/worldbusiness/09iht-asiaecon.1.11809286.html?searchResultPosition=615
Asian share trade points to lower European opening,"April 9, 2008",https://www.nytimes.com/2008/04/09/business/worldbusiness/09iht-markets09.11801500.html?searchResultPosition=616
Group of 7 finance chiefs to hold talks with private bankers,"April 9, 2008",https://www.nytimes.com/2008/04/09/business/worldbusiness/09iht-g7.1.11807503.html?searchResultPosition=617
Distressed debt investors prepared to pounce in Asia,"April 9, 2008",https://www.nytimes.com/2008/04/09/business/worldbusiness/09iht-rtrdeal10.1.11804078.html?searchResultPosition=618
Citigroup nears deal to sell leveraged loans,"April 9, 2008",https://www.nytimes.com/2008/04/09/business/worldbusiness/09iht-citi.1.11805004.html?searchResultPosition=619
IMF Warns That Credit Losses Could Approach $1 Trillion,"April 9, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/09/imf-warns-that-credit-losses-could-approach-1-trillion/?searchResultPosition=620
Buyout Firms Double Down on Their Own Debt,"April 9, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/09/buyout-firms-double-down-on-their-own-debt/?searchResultPosition=621
Goldman’s Growing Question Mark,"April 9, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/09/goldmans-growing-question-mark/?searchResultPosition=622
Soros urges officials to move faster in credit crisis,"April 10, 2008",https://www.nytimes.com/2008/04/10/business/worldbusiness/10iht-soros.4.11862547.html?searchResultPosition=623
"Regulators should strengthen guidelines on bank capital, Bernanke says","April 10, 2008",https://www.nytimes.com/2008/04/10/business/worldbusiness/10iht-fed.4.11876717.html?searchResultPosition=624
Outlook gloomy for Swiss private bankers,"April 10, 2008",https://www.nytimes.com/2008/04/10/business/worldbusiness/10iht-wealth.4.11868648.html?searchResultPosition=625
Euro eases from record high after Trichet's warning,"April 10, 2008",https://www.nytimes.com/2008/04/10/business/worldbusiness/10iht-10fx.11870396.html?searchResultPosition=626
Global Forum Calls for New Financial Controls,"April 11, 2008",https://www.nytimes.com/2008/04/11/business/worldbusiness/11finance.html?searchResultPosition=627
Senate Approves Housing Relief Bill,"April 11, 2008",https://www.nytimes.com/2008/04/11/business/11housing.html?searchResultPosition=628
"Blankfein, Goldman Sachs chief, says credit crisis in late stages","April 11, 2008",https://www.nytimes.com/2008/04/11/business/worldbusiness/11iht-11goldman.11890918.html?searchResultPosition=629
U.S. Senate approves housing relief bill,"April 11, 2008",https://www.nytimes.com/2008/04/11/business/worldbusiness/11iht-11housing.11892558.html?searchResultPosition=630
U.S. Senate approves housing relief bill,"April 11, 2008",https://www.nytimes.com/2008/04/11/business/worldbusiness/11iht-11housing.11892558.html?searchResultPosition=631
"G.E. Earnings Drop, Raising Broader Fears","April 12, 2008",https://www.nytimes.com/2008/04/12/business/12electric.html?searchResultPosition=632
But What of the Small Investor?,"April 13, 2008",https://www.nytimes.com/2008/04/13/business/13maker.html?searchResultPosition=633
A Lender Failed. Did Its Auditor?,"April 13, 2008",https://www.nytimes.com/2008/04/13/business/13audit.html?searchResultPosition=634
G-7 leaders talk tough on currency markets,"April 13, 2008",https://www.nytimes.com/2008/04/13/business/worldbusiness/13iht-13g7fw.11941719.html?searchResultPosition=635
But what about the small investor?,"April 13, 2008",https://www.nytimes.com/2008/04/13/business/worldbusiness/13iht-13maker.11930273.html?searchResultPosition=636
U.S. housing collapse spreads overseas,"April 13, 2008",https://www.nytimes.com/2008/04/13/business/worldbusiness/13iht-housing.1.11931770.html?searchResultPosition=637
Accounting failures enter the subprime equation,"April 13, 2008",https://www.nytimes.com/2008/04/13/business/worldbusiness/13iht-audit.1.11931913.html?searchResultPosition=638
Housing Woes in U.S. Spread Around Globe,"April 14, 2008",https://www.nytimes.com/2008/04/14/business/worldbusiness/14real.html?searchResultPosition=639
Asia banks have no clear choice on the dollar,"April 14, 2008",https://www.nytimes.com/2008/04/14/business/worldbusiness/14iht-rtrinvest15.1.11956825.html?searchResultPosition=640
Asia looks to itself for funding,"April 14, 2008",https://www.nytimes.com/2008/04/14/business/worldbusiness/14iht-liquidity.1.11952978.html?searchResultPosition=641
"Despite Tough Times, Ultrarich Keep Spending","April 14, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/14/despite-tough-times-ultrarich-keep-spending/?searchResultPosition=642
A Lender Failed. Did Its Auditor?,"April 14, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/14/a-lender-failed-did-its-auditor/?searchResultPosition=643
Treasury Reports to Propose Hedge-Fund Guides,"April 15, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/15/treasury-reports-lay-out-hedge-fund-best-pratice-guidelines/?searchResultPosition=644
Stronger earnings lift U.S. stocks,"April 16, 2008",https://www.nytimes.com/2008/04/16/business/worldbusiness/16iht-16marketsfw.12051185.html?searchResultPosition=645
UBS reduces dividend to bolster equity base,"April 16, 2008",https://www.nytimes.com/2008/04/16/business/worldbusiness/16iht-ubs.1.12036753.html?searchResultPosition=646
UBS’s Next Chair Sees Long Road to Redemption,"April 16, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/16/ubss-next-chair-sees-long-road-to-redemption/?searchResultPosition=647
"Bank Earnings Fall, but Investors Seem Relieved","April 17, 2008",https://www.nytimes.com/2008/04/17/business/17bank.html?searchResultPosition=648
Credit crisis triggers downturn in Iceland,"April 17, 2008",https://www.nytimes.com/2008/04/17/business/worldbusiness/17iht-iceland.4.12111174.html?searchResultPosition=649
"In Spain, your casa is suddenly the state's casa","April 17, 2008",https://www.nytimes.com/2008/04/17/business/worldbusiness/17iht-casa.4.12097102.html?searchResultPosition=650
"In Spain, your casa is suddenly the state's casa","April 17, 2008",https://www.nytimes.com/2008/04/17/business/worldbusiness/17iht-casa.4.12097102.html?searchResultPosition=651
"Iceland, a Tiny Dynamo, Loses Steam","April 18, 2008",https://www.nytimes.com/2008/04/18/business/worldbusiness/18iceland.html?searchResultPosition=652
House Votes to Shore Up Student Loans,"April 18, 2008",https://www.nytimes.com/2008/04/18/business/18loan.html?searchResultPosition=653
Citigroup posts $5.1 billion loss; Royal Bank of Scotland to raise funds,"April 18, 2008",https://www.nytimes.com/2008/04/18/business/worldbusiness/18iht-rbs.1.12130972.html?searchResultPosition=654
"Citigroup reports $5.1 billion loss, while Royal Bank of Scotland prepares rights issue","April 18, 2008",https://www.nytimes.com/2008/04/18/business/worldbusiness/18iht-banks.4.12147734.html?searchResultPosition=655
"When the Focus Is Expansion, Not Subprime Worries","April 19, 2008",https://www.nytimes.com/2008/04/19/business/19interview.html?searchResultPosition=656
"As Crocs Departs, Quebec Turns Bitter","April 20, 2008",https://www.nytimes.com/2008/04/20/business/20suits.html?searchResultPosition=657
Worked Over and Overworked,"April 20, 2008",https://www.nytimes.com/2008/04/20/business/20workexcerpt.html?searchResultPosition=658
Bank of England to provide liquidity to British banks,"April 20, 2008",https://www.nytimes.com/2008/04/20/business/worldbusiness/20iht-credit.4.12168930.html?searchResultPosition=659
"Muni Bonds, Safe With High Yields","April 21, 2008",https://www.nytimes.com/2008/04/21/business/retirement/21MUNIS.html?searchResultPosition=660
U.K. central bank acts to ease credit markets,"April 21, 2008",https://www.nytimes.com/2008/04/21/business/worldbusiness/21iht-21credit.12178941.html?searchResultPosition=661
Bank of America braces for consumer loan losses,"April 21, 2008",https://www.nytimes.com/2008/04/21/business/worldbusiness/21iht-21cndbank.12194312.html?searchResultPosition=662
Bank losses hit Wall St.,"April 21, 2008",https://www.nytimes.com/2008/04/21/business/worldbusiness/21iht-21marketsfw.12190844.html?searchResultPosition=663
Singapore wealth fund defends stakes in Citigroup and UBS despite likelihood of recession,"April 21, 2008",https://www.nytimes.com/2008/04/21/business/worldbusiness/21iht-sovereign.1.12180972.html?searchResultPosition=664
Bank of America Profit Falls on Write-Downs,"April 21, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/21/bank-of-americas-profit-drops-sharply-on-write-downs/?searchResultPosition=665
Bank of England Outlines Liquidity Plan,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/worldbusiness/22boe.html?searchResultPosition=666
Banks Hunting for More Cash,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/22bank.html?searchResultPosition=667
Samurai bonds flourish in global credit crisis,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/worldbusiness/22iht-rbc.1.12221923.html?searchResultPosition=668
Banks racing to raise capital,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/worldbusiness/22iht-bank.1.12216294.html?searchResultPosition=669
Royal Bank of Scotland seeks $24 billion from investors,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/worldbusiness/22iht-rbs.4.12235956.html?searchResultPosition=670
Royal Bank of Scotland seeks $24 billion from investors,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/worldbusiness/22iht-rbs.4.12235956.html?searchResultPosition=671
Banks on the hunt for more cash,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/worldbusiness/22iht-22bank.12215326.html?searchResultPosition=672
German banks rescue  lender after write-downs,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/worldbusiness/22iht-gbank.4.12229795.html?searchResultPosition=673
Royal Bank of Scotland to raise £12 billion in rights issue,"April 22, 2008",https://www.nytimes.com/2008/04/22/business/worldbusiness/22iht-22rbs.12215804.html?searchResultPosition=674
Banks Hunting for More Cash,"April 22, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/22/banks-hunting-for-more-cash/?searchResultPosition=675
UBS Officials Promise Changes at Bank,"April 23, 2008",https://www.nytimes.com/2008/04/23/business/worldbusiness/23cnd-ubs.html?searchResultPosition=676
Wall Street jittery over deal slowdown in Asia,"April 23, 2008",https://www.nytimes.com/2008/04/23/business/worldbusiness/23iht-rtrcol24.1.12262899.html?searchResultPosition=677
Germany investigates insider trading allegations at IKB,"April 23, 2008",https://www.nytimes.com/2008/04/23/business/worldbusiness/23iht-ikb.4.12276416.html?searchResultPosition=678
UBS to reel in investment banking business,"April 23, 2008",https://www.nytimes.com/2008/04/23/business/worldbusiness/23iht-ubs.4.12278593.html?searchResultPosition=679
UBS to reel in investment banking business,"April 23, 2008",https://www.nytimes.com/2008/04/23/business/worldbusiness/23iht-ubs.1.12265751.html?searchResultPosition=680
"In Subprime Mess, a Bonanza of Billable Hours","April 23, 2008",https://www.nytimes.comhttps://dealbook.nytimes.com/2008/04/23/subprime-fallout-a-bonanza-of-billable-hours/?searchResultPosition=681
Credit Suisse Reports $2.1 Billion Loss,"April 24, 2008",https://www.nytimes.com/2008/04/24/business/worldbusiness/24suisse-web.html?searchResultPosition=682
UBS Vows Errant Unit Will Get Tighter Rein,"April 24, 2008",https://www.nytimes.com/2008/04/24/business/worldbusiness/24ubs.html?searchResultPosition=683
China Eases Trading Rules and Markets Soar,"April 24, 2008",https://www.nytimes.com/2008/04/24/business/24asiastox-web.html?searchResultPosition=684
Chinese stocks soar after cut in tax on trades,"April 24, 2008",https://www.nytimes.com/2008/04/24/business/worldbusiness/24iht-chistox.1.12304446.html?searchResultPosition=685
Credit Suisse writes off $5.3 billion,"April 24, 2008",https://www.nytimes.com/2008/04/24/business/worldbusiness/24iht-bank.1.12306652.html?searchResultPosition=686
Stocks soar in China as taxes on trades are cut,"April 24, 2008",https://www.nytimes.com/2008/04/24/business/worldbusiness/24iht-chistox.2.12310911.html?searchResultPosition=687
Chinese stocks soar after tax reduction,"April 24, 2008",https://www.nytimes.com/2008/04/24/business/worldbusiness/24iht-25stox.12303886.html?searchResultPosition=688
Credit Suisse writes off $5.3 billion,"April 24, 2008",https://www.nytimes.com/2008/04/24/business/worldbusiness/24iht-bank.4.12316962.html?searchResultPosition=689
